date,facility_id,facility_name,country_code,item_code,generic_name,atc_code,consumption,stock_remaining,rainfall_mm,active_epidemic_cases,is_holiday,is_district_hospital
2026-08-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,78.5,258,6.5,2,0,0
2026-08-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,86.1,443,6.9,0,0,0
2026-08-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,76.3,377,0.7,2,0,0
2026-08-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,133.1,121,16.8,6,0,0
2026-08-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,60.8,364,2.1,2,0,0
2026-08-15,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,81.1,749,18.3,3,1,0
2026-08-16,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,115.0,606,24.7,12,1,0
2026-08-17,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ORS-PKG,Oral Rehydration Salts,A07CA,62.5,136,0.8,1,0,0
2026-05-20,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.1,109,1.4,0,0,0
2026-05-21,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.1,55,0.2,1,0,0
2026-05-22,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.0,183,3.3,2,0,0
2026-05-23,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,6.0,35,2.2,1,1,0
2026-05-24,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,6.2,13,1.0,1,1,0
2026-05-25,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.1,79,0.1,0,0,0
2026-05-26,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.3,91,4.1,3,0,0
2026-05-27,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.2,173,3.3,1,0,0
2026-05-28,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.1,123,2.9,2,0,0
2026-05-29,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.9,221,2.6,3,0,0
2026-05-30,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.2,31,8.9,2,1,0
2026-05-31,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,7.5,98,4.8,1,1,0
2026-06-01,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,50.0,694,45.5,6,0,0
2026-06-02,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.4,210,7.2,1,0,0
2026-06-03,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.5,101,2.3,3,0,0
2026-06-04,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.2,77,1.7,3,0,0
2026-06-05,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,47.7,489,30.4,13,0,0
2026-06-06,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,7.0,70,2.4,0,1,0
2026-06-07,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,43.8,349,67.1,9,1,0
2026-06-08,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,59.8,604,49.5,10,0,0
2026-06-09,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.5,73,0.4,2,0,0
2026-06-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,42.6,309,35.6,5,0,0
2026-06-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,17.7,141,1.2,5,0,0
2026-06-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.5,94,8.5,1,0,0
2026-06-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,32.4,116,24.9,17,1,0
2026-06-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,13.0,93,14.9,2,1,0
2026-06-15,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,9.0,106,1.2,1,0,0
2026-06-16,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.9,72,2.5,2,0,0
2026-06-17,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,13.1,90,2.6,1,0,0
2026-06-18,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,57.1,396,35.6,15,0,0
2026-06-19,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.9,175,5.4,1,0,0
2026-06-20,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,9.8,93,7.8,2,1,0
2026-06-21,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,5.5,3,2.1,0,1,0
2026-06-22,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.6,41,3.6,3,0,0
2026-06-23,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,22.3,50,14.1,3,0,0
2026-06-24,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,18.5,9,7.2,3,0,0
2026-06-25,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,50.8,674,30.6,14,0,0
2026-06-26,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,9.7,25,0.3,1,0,0
2026-06-27,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,6.5,60,2.4,3,1,0
2026-06-28,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,27.3,258,23.8,13,1,0
2026-06-29,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.6,5,0.1,2,0,0
2026-06-30,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.3,69,2.4,2,0,0
2026-07-01,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,51.5,498,24.8,16,0,0
2026-07-02,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,13.5,84,2.2,2,0,0
2026-07-03,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,72.0,50,58.3,14,0,0
2026-07-04,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.9,16,13.4,1,1,0
2026-07-05,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,36.6,282,27.8,19,1,0
2026-07-06,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.4,60,0.9,2,0,0
2026-07-07,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,48.6,207,29.5,13,0,0
2026-07-08,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,21.1,284,16.6,1,0,0
2026-07-09,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,18.3,67,7.4,3,0,0
2026-07-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,47.1,371,24.2,14,0,0
2026-07-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,7.1,80,1.2,2,1,0
2026-07-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,5.4,69,0.6,0,1,0
2026-07-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,17.5,27,13.8,0,0,0
2026-07-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.1,93,2.5,0,0,0
2026-07-15,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,65.9,868,63.2,8,0,0
2026-07-16,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.7,97,0.0,3,0,0
2026-07-17,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.7,95,0.5,2,0,0
2026-07-18,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.2,69,3.9,2,1,0
2026-07-19,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,6.7,12,0.4,0,1,0
2026-07-20,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.7,133,5.4,0,0,0
2026-07-21,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,45.0,296,29.7,11,0,0
2026-07-22,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.9,81,1.1,3,0,0
2026-07-23,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,9.7,81,0.2,2,0,0
2026-07-24,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,16.9,32,2.1,4,0,0
2026-07-25,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.6,65,7.5,2,1,0
2026-07-26,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,28.4,350,26.1,11,1,0
2026-07-27,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.4,74,2.6,2,0,0
2026-07-28,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.9,16,0.2,1,0,0
2026-07-29,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,18.1,190,8.7,2,0,0
2026-07-30,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,9.3,24,0.1,2,0,0
2026-07-31,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,24.3,22,13.5,3,0,0
2026-08-01,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,7.0,93,0.5,1,1,0
2026-08-02,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,23.1,124,22.5,10,1,0
2026-08-03,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,22.8,81,15.4,3,0,0
2026-08-04,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,16.9,87,6.8,1,0,0
2026-08-05,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.5,131,2.0,1,0,0
2026-08-06,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,10.2,117,1.7,1,0,0
2026-08-07,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.0,62,0.5,3,0,0
2026-08-08,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.0,134,8.1,2,1,0
2026-08-09,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.1,93,15.2,1,1,0
2026-08-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,11.7,149,2.0,1,0,0
2026-08-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,15.7,185,2.2,3,0,0
2026-08-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,40.7,324,27.6,8,0,0
2026-08-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,42.1,521,23.8,12,0,0
2026-08-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,14.2,97,9.6,0,0,0
2026-08-15,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,33.7,206,28.5,17,1,0
2026-08-16,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,12.8,18,14.0,2,1,0
2026-08-17,PHC-PUN-003,Shikrapur Health Centre,IND,MED-ART-60,Artesunate 60mg Inj,P01BE03,18.5,154,2.9,4,0,0
2026-05-20,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.2,7,1.0,2,0,0
2026-05-21,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.5,43,4.1,1,0,0
2026-05-22,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.3,36,0.3,3,0,0
2026-05-23,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.4,39,0.2,1,1,0
2026-05-24,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.1,27,2.4,4,1,0
2026-05-25,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.4,96,0.6,2,0,0
2026-05-26,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.5,42,1.0,2,0,0
2026-05-27,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.2,63,1.5,1,0,0
2026-05-28,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.6,11,2.8,0,0,0
2026-05-29,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.9,38,7.6,4,0,0
2026-05-30,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.0,36,1.3,0,1,0
2026-05-31,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.7,14,1.4,1,1,0
2026-06-01,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,9.2,93,24.2,17,0,0
2026-06-02,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.2,36,2.7,2,0,0
2026-06-03,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.3,13,2.3,4,0,0
2026-06-04,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,9.4,41,82.4,17,0,0
2026-06-05,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.9,31,9.8,1,0,0
2026-06-06,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.6,46,23.8,15,1,0
2026-06-07,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.8,42,0.4,1,1,0
2026-06-08,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.3,13,15.6,3,0,0
2026-06-09,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.6,33,3.5,2,0,0
2026-06-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.4,51,1.2,3,0,0
2026-06-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.8,42,1.4,3,0,0
2026-06-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.9,7,0.8,1,0,0
2026-06-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.2,32,43.3,11,1,0
2026-06-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.2,51,25.0,11,1,0
2026-06-15,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.9,93,4.6,1,0,0
2026-06-16,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.9,64,0.5,2,0,0
2026-06-17,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,9.3,37,64.4,15,0,0
2026-06-18,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.2,10,0.3,3,0,0
2026-06-19,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.4,32,7.5,2,0,0
2026-06-20,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.1,42,0.3,2,1,0
2026-06-21,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.6,21,1.0,0,1,0
2026-06-22,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.4,84,6.1,1,0,0
2026-06-23,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.9,40,4.5,2,0,0
2026-06-24,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.8,69,3.6,4,0,0
2026-06-25,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.1,36,19.7,0,0,0
2026-06-26,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,8.6,32,19.8,0,0,0
2026-06-27,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.0,14,1.8,1,1,0
2026-06-28,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.8,55,41.9,13,1,0
2026-06-29,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.4,57,0.5,2,0,0
2026-06-30,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.0,29,0.4,1,0,0
2026-07-01,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.6,72,0.4,2,0,0
2026-07-02,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.7,36,0.4,2,0,0
2026-07-03,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.9,18,0.4,3,0,0
2026-07-04,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.6,8,8.2,2,1,0
2026-07-05,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.3,56,3.7,3,1,0
2026-07-06,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.7,9,2.9,1,0,0
2026-07-07,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.9,37,3.7,3,0,0
2026-07-08,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.8,63,1.6,1,0,0
2026-07-09,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.4,86,3.3,4,0,0
2026-07-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.0,60,1.3,3,0,0
2026-07-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.2,13,2.3,4,1,0
2026-07-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.9,54,0.5,2,1,0
2026-07-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.3,79,10.6,1,0,0
2026-07-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.2,39,4.4,0,0,0
2026-07-15,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,8.2,12,26.2,21,0,0
2026-07-16,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.6,18,1.4,3,0,0
2026-07-17,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.8,15,5.6,4,0,0
2026-07-18,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.7,37,0.6,5,1,0
2026-07-19,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.7,6,1.0,3,1,0
2026-07-20,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.6,13,1.6,4,0,0
2026-07-21,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.0,91,15.8,0,0,0
2026-07-22,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.0,61,1.0,5,0,0
2026-07-23,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.7,38,1.2,1,0,0
2026-07-24,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.5,74,4.2,1,0,0
2026-07-25,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.0,37,4.4,2,1,0
2026-07-26,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.6,47,0.2,2,1,0
2026-07-27,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,9.6,134,8.1,1,0,0
2026-07-28,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.8,14,1.2,1,0,0
2026-07-29,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.5,38,0.2,0,0,0
2026-07-30,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.4,44,4.7,5,0,0
2026-07-31,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.7,17,6.3,1,0,0
2026-08-01,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.5,15,38.3,10,1,0
2026-08-02,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,4.0,23,3.7,3,1,0
2026-08-03,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.3,96,11.2,5,0,0
2026-08-04,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.5,88,24.2,16,0,0
2026-08-05,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.8,29,0.5,1,0,0
2026-08-06,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.8,88,34.7,14,0,0
2026-08-07,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,5.2,3,0.9,1,0,0
2026-08-08,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.9,21,0.5,2,1,0
2026-08-09,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,3.3,18,3.5,0,1,0
2026-08-10,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,6.5,72,1.0,2,0,0
2026-08-11,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,7.6,92,0.9,2,0,0
2026-08-12,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,10.0,102,55.3,12,0,0
2026-08-13,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,8.9,110,20.9,13,0,0
2026-08-14,PHC-PUN-003,Shikrapur Health Centre,IND,MED-INS-REG,Regular Insulin 100IU,A10AB01,8.6,53,2.0,4,0,0
